repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8836538461538461,0.7482454665941234,0.7589017839641351,0.7497632698197879,0.7589017839641353,"[0.7472527472527472, 0.6164772727272727, 0.7912087912087912, 0.7634920634920634, 0.8369565217391305, 0.8161048689138577, 0.7787234042553193, 0.8182539682539683, 0.6732954545454546, 0.7472527472527472]"
