repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.6067307692307692,0.61344513311512,0.7499897236052183,0.547106142263228,0.7499897236052182,"[0.7197802197802199, 0.75, 0.7692307692307692, 0.7309523809523809, 0.7355072463768115, 0.7250936329588014, 0.8031914893617021, 0.7444444444444445, 0.7414772727272727, 0.7802197802197802]"
10,0.6067307692307692,0.61344513311512,0.7499897236052183,0.547106142263228,0.7499897236052182,"[0.7197802197802199, 0.75, 0.7692307692307692, 0.7309523809523809, 0.7355072463768115, 0.7250936329588014, 0.8031914893617021, 0.7444444444444445, 0.7414772727272727, 0.7802197802197802]"
10,0.826923076923077,0.6773747480415512,0.7687902528950663,0.7006774758950896,0.7687902528950663,"[0.7967032967032966, 0.6931818181818182, 0.8406593406593407, 0.7603174603174603, 0.7880434782608695, 0.7988764044943819, 0.7414893617021276, 0.7571428571428572, 0.6818181818181818, 0.8296703296703296]"
